name
SecUSo/privacy-friendly-interval-timer
SecUSo/privacy-friendly-memo-game
btimofeev/instead-launcher-android
MrReSc/Headi
richsmith/sexytopo
SecUSo/privacy-friendly-pain-diary
MrDoomy/Torch
sanderbaas/WeatherWidget
kraigs-android/kraigsandroid
CarnetApp/CarnetFdroid
aidin36/simpletextcrypt
eboudrant/net.ebt.muzei.miyazaki
Kr0oked/Compass
fenimore/DemocracyDroid
abhijitvalluri/fitnotifications
pebble-dev/rebble-sideloader
brianhorn/Tunerly
theblackwidower/KanaQuiz
bvlj/diab
fralik/Duorem
muety/anchr-android
ChristopherGittner/OSMBugs
rgex/UBIC-android-wallet
hauke96/GeoNotes
albertvaka/bettercounter
gelin/weather-notification
JiriSko/amixer-webui-android
scoute-dich/HHSMoodle
zikalify/StoicReading
RailwayStations/RSAndroidApp
DoubleGremlin181/WhatsApp-Twitch-Stickers
samotari/paynoway
KaeruCT/GLXY
0x5ECF4ULT/PanicTrigger
rascarlo/PowerButtonTile
ashutoshgngwr/10-bitClockWidget
cubei/flashcards
fabmazz/Timber
devmil/muzei-bingimageoftheday
OSRSHelper/OSRSHelper
SecUSo/privacy-friendly-dame
SoltauFintel/blockpuzzle
HappyPeng2x/SumatoraDictionary
FredJul/Warmd
JuliusHenke/Timetable-App
ktt-ol/hacs
dasbiswajit/worldclockwidget
tube42/9P
Gitsaibot/AF-Weather-Widget
basil2style/Sudoku-Pattern-Generator-App
brentvollebregt/price-per-unit
OneTimePass/OneTimePass
bradyt/taskw-dart
czlee/debatekeeper
marc136/tonuino-nfc-tools
vadret/android
daverix/urlforwarder
mattvchandler/2050
wildeyedskies/log28
wellenvogel/BonjourBrowser
SpiritCroc/DarkCroc-Android-theme
warenix/Web2PDF
zikalify/BMI_Calculator
podverse/podverse-fdroid
Infomaniak/android-kDrive
xxxcucus/planes
dawidd6/AndTTT
xorum-io/open_money_tracker
nighthawk-apps/nighthawk-wallet-android
WIStudent/FreifunkAutoConnectApp
adolfintel/DozeOff
ktprograms/Ohms_Now
patrickkostjens/Kandroid
WooKeyWallet/monero-wallet-android-app
niccokunzmann/coloring-book
marunjar/anewjkuapp
Forceu/barcodebuddy-android
CNugteren/NLWeer
eknoes/golem-android-reader
vukani-dev/improvement-roll
GittyMac/WalletCount
brarcher/gift-card-guard
knirirr/BeeCount
SecUSo/privacy-friendly-finance-manager
twentynine78/KeepOn
SecUSo/privacy-friendly-minesweeper
kwantam/batsHIIT
Marmo/debitum
joshuawolfsohn/Private-DNS-Quick-Tile
h0chi/next-companion
Danesprite/tts-util-app
lowtraxx/TSVNC
vanilla-music/vanilla-music-lyrics-search
AndroidFromFrankfurt/linuxnews
TheLastProject/ShareToInputStick
Sw24Softwares/StarkeVerben
peercoin/peercoin_flutter
daniel-beckham/nasa-imagery-fetcher
vanilla-music/vanilla-music-tag-editor
vanitasvitae/EnigmAndroid
yourealwaysbe/forkyz
communitymedia/mediaphone
cvzi/darkmodewallpaper
XDDK/LightPlan
infinyte7/Anki-Occlusion
5seunghoon/PreviewMaker
c4dt/dp3t-app-android-ch
EvilInsultGenerator/android-app
nishant-boro/split-it-easy-android
simenheg/simple-chess-clock
Willena/OpenDNSUpdater
svenjacobs/leon
rocboronat/null-black-wallpaper
starryalley/AmbitSync
scintill/DuOTP-android
ClassicDIY/ClassicMonitor
sensebox/blockly-app
eldy/DoliDroid
chrismiceli/motp
brarcher/rental-calc
TripSit/tripmobile
phw/PicardBarcodeScanner
SecUSo/privacy-friendly-reckoning-skills
restorer/fire-strike
SecUSo/privacy-friendly-dicer
SecUSo/privacy-friendly-pausing-healthily
SecUSo/privacy-friendly-pin-mnemonic
tim-smart/vouchervault
SecUSo/privacy-friendly-sketching
MrDoomy/OverFlow
luelista/LDAP-Sync
namlit/siteswap_generator
AnaelMobilia/NextINpact-Unofficial
ndleyton/OneTwo
SecUSo/privacy-friendly-2048
abhinandanarya06/SHELL
pretix/pretixscan-android
forrestguice/SuntimesCalendars
queler/holokenmod
fistons/TinyTinyFeed
ramzan/Virtuosity
nikolajakshic/dagger
mrahimygk/conceal
SecUSo/privacy-friendly-tape-measure
wa2c/cifs-documents-provider
adolfintel/sine-android
hoihei/Silectric
apesic/rpncalc
ReleaseStandard/ScriptManager
devasworski/Corona-Info
thetwom/Tuner
Harvie/NorthDog
joaomneto/TitanCompanion
jdfossapps/shop-with-mom
jaredforrest/nonocross
benjaminSchilling33/congress_fahrplan
indiandragon/Shellshock-Vulnerability-Scan
characterdog/share-my-number
mirfatif/MyLocation
chrismiceli/daap-client
carlphilipp/chicago-commutes
characterdog/bmi-calculator
enguerrand/child-monitor
manimaran96/Spell4Wiki
Shirakumo/Ocelot
hugomg/DailyPill
fraygeyst/Contactbook
tsapree/L9Droid
aragaer/jtt_android
sultanahamer/PermissionsManager
tabletradio/altlauncher
mileskrell/text-torch
SecUSo/privacy-friendly-dice-game
ramzan/DiceGainz
pR0Ps/DisableBatteryWarnings
phrogg/DSAAssistant
phrogg/GetMiTokens
JohnLines/mediclog
Bubu/android-dice-game
vanilla-music/vanilla-music-cover-fetch
CodeDead/DeadHash-android
MarcoSpoerl/simply-pace
marcopar/SliderSynth
